name,sigla,state
Faculdade Stella Maris - Fsm,Fsm,Ce
Faculdade Sucesso,Facsu,Pb
Faculdade Sudamerica,Sudamerica,Mg
Faculdade Sudoeste,Fasu,Ba
Faculdade Sudoeste Paulista,Fsp,Sp
Faculdade Sudoeste Paulista - Tatui - Fsp,Tatui - Fsp,Sp
Faculdade Sudoeste Paulista-Itapetininga,Fsp,Null
Faculdade Sudoeste Paulistano,Fasup,Sp
Faculdade Sul Brasil,Fasul,Pr
Faculdade Sul Da America,Suldamerica,Go
Faculdade Sul Fluminense,Fasf,Rj
Faculdade Sul Paulista De Itanhaem,Fasupi,Sp
Faculdade Sulamerica Brasilia,,Df
Faculdade Sulamericana,Fasam,Go
Faculdade Sumare,Ises,Sp
Faculdade Superior De Ribas Do Rio Pardo,Fasurp,Ms
Faculdade Supremo,Supremo,Mg
Faculdade Supremo Redentor,Facsur,Ma
Faculdade Taboao,Fecaf,Null
Faculdade Tahirih,Ft,Am
Faculdade Tamandare,Fat,Go
Faculdade Tamoios,Fata,Sp
Faculdade Tancredo Neves,Ftn,Sp
Faculdade Tecnologia Eduvale - Avare,Fatec Eduvale,Sp
Faculdade Tecnologia Expert,Fatex,Pr
Faculdade Tecnologica Anthropos,Fatan,Ce
Faculdade Tecnologica De Limoeiro Do Norte: Ladislau Pereira,Ftln,Ce
Faculdade Tecnologica De Pernambuco,Fatepe,Pe
Faculdade Tecnologica Dental Ceeo,Esd-Ceeo,Rs
Faculdade Tecnologica Falcao,Ftf,Go
Faculdade Tecnologica Inap,Fat- Inap,Mg
Faculdade Tecnologica Latino Americana,Fatla,Rs
Faculdade Tecnologica Santanna,Facsantanna,Sp
Faculdade Tecsoma,Fatec,Mg
Faculdade Telos De Campinas,Fatelos,Sp
Faculdade Teologica Batista Ana Wollerman,Ftbaw,Ms
Faculdade Teologica Batista De Brasilia,Ftbb,Df
Faculdade Teologica Batista De Sao Paulo,Ftbsp,Sp
Faculdade Teologica Batista Equatorial,Fatebe,Pa
Faculdade Teologica Betania,Fatebe,Pr
Faculdade Teologica De Ciencias Humanas E Sociais Logos,Faetel,Sp
Faculdade Teologica Evangelica Do Rio De Janeiro,Faterj,Rj
Faculdade Teologica Sul Americana,Ftsa,Pr
Faculdade Terceira Visao,F3V,Rs
Faculdade Terra Brasilis,,Mt
Faculdade Terra Nordeste,Fatene,Ce
Faculdade Terzius,Terzius,Sp
Faculdade Thiago Ferreira,Fat,Sp
Faculdade Tijucussu,Tijucussu,Sp
Faculdade Tiradentes De Feira De Santana,Fits,Ba
Faculdade Tiradentes De Goiana,Fits,Pe
Faculdade Tiradentes De Jaboatao Dos Guararapes,,Pe
Faculdade Tobias Barreto,Ftb,Se
Faculdade Tres De Maio,Setrem,Rs
Faculdade Tres Marias,Ftm,Pb
Faculdade Tres Pontas,Fatep,Mg
Faculdade Triangulo Mineiro,Ftm,Mg
Faculdade Trilogica Keppe & Pacheco,Keppe & Pacheco,Mg
Faculdade Trilogica Nossa Senhora De Todos Os Povos,Fatri Ead,Sp
Faculdade Tucurui,Fatuc,Pa
Faculdade Ubaense Ozanam Coelho,Fagoc,Mg
Faculdade Uberlandense De Nucleos Integrados De Ensino Servico Social E Aprendizagem,Faessa,Mg
"Faculdade Uberlandense De Nucleos Integrados De Ensino, Servico Social E Aprendizagem",Faessa,Mg
Faculdade Ubs,Faculdade Ubs,Sp
Faculdade Una De Catalao,Una,Null
Faculdade Una De Conselheiro Lafaiete,,Mg
Faculdade Una De Contagem,Funac,Mg
Faculdade Una De Divinopolis,Una Divinopolis,Mg
Faculdade Una De Itabira,Una,Mg
Faculdade Una De Itumbiara,,Go
Faculdade Una De Jatai,Una,Go
Faculdade Una De Nova Serrana,Una,Mg
Faculdade Una De Pouso Alegre,Una Pousoalegre,Mg
Faculdade Una De Sete Lagoas,Unaset,Mg
Faculdade Unama De Castanhal,Unama Castanhal,Null
Faculdade Unama De Parauapebas,Unama Pebas,Null
Faculdade Unesc-Unama,Null,Ro
Faculdade Unex,Unex,Ba
Faculdade Uniaba,Fac Uniaba,Df
Faculdade Uniao Araruama De Ensino S/S Ltda.,Fac-Unilagos,Rj
Faculdade Uniao Bandeirante,Fubsj,Sc
Faculdade Uniao Cultural Do Estado De Sao Paulo,Ucesp,Sp
Faculdade Uniao De Campo Mourao,Null,Pr
Faculdade Uniao De Goyazes,Fug,Go
Faculdade Uniao De Goyazes Formosa,Fug,Go
Faculdade Uniao De Quedas Do Iguacu,Faq,Pr
Faculdade Uniao Paulistana,Faup,Sp
Faculdade Uniateneu,Fate,Ce
Faculdade Uniavan Joinville,Uniavan,Sc
Faculdade Uniavan Rio Do Sul,Uniavan,Sc
Faculdade Unibf,Null,Pr
Faculdade Unibras Da Bahia,Facbras,Ba
Faculdade Unibras Do Maranhao,Facbras,Ma
Faculdade Unibras Do Mato Grosso,Facbras,Mt
Faculdade Unibras Do Norte Goiano,Facbras,Go
Faculdade Unibras Do Para,Facbras,Pa
Faculdade Unibrasilia,Brasilia,Df
Faculdade Unibrasilia De Ciencias Economicas De Minas Gerais,Brasilia,Mg
Faculdade Unibrasilia De Minas Gerais,Brasilia,Mg
Faculdade Unibrasilia Sul,Brasilia,Df
Faculdade Unica De Contagem,Funic,Mg
Faculdade Unica De Formacao E Ensino,Funife,Es
Faculdade Unica De Ipatinga,Funip,Mg
Faculdade Unica De Timoteo,Funit,Mg
Faculdade Unicentral,Null,Mt
Faculdade Unicesumar De Corumba,,Ms
Faculdade Unicpo,Faculdade Unicpo,Sp
Faculdade Unida Da Paraiba,Unpb,Null
Faculdade Unida De Campinas,Facunicamps,Go
Faculdade Unida De Campinas Goiania - Facunicamps Goiania,Facunicamps,Go
Faculdade Unida De Sao Paulo,Fausp,Sp
Faculdade Unida De Sao Paulo - Ead,Fausp,Sp
Faculdade Unida De Suzano,Unisuz,Sp
Faculdade Unida De Vitoria,Faculdade Unida,Es
Faculdade Unidas De Tatui,Fdt,Sp
Faculdade Unieducar,,Ce
Faculdade Unifael Porto Alegre,Fael Poa,Rs
Faculdade Unifahe,Null,Ms
Faculdade Unifametro Cascavel,Null,Ce
Faculdade Unifametro Maracanau,Null,Ce
Faculdade Unificada Do Estado De Sao Paulo,Fauesp - Online,Sp
Faculdade Uniftb,Null,Se
Faculdade Unigran Capital,Unigran Capital,Ms
Faculdade Uniguacu,Fac Uniguacu,Pr
Faculdade Unijuazeiro,Facjuazeiro,Null
Faculdade Unilagos,Unilagos,Pr
Faculdade Unime De Ciencias Exatas E Tecnologicas,Fct,Ba
Faculdade Unime De Ciencias Juridicas,Fcj,Ba
Faculdade Unime De Ciencias Sociais,Fcs,Ba
Faculdade Unime De Educacao E Comunicacao,Fec,Ba
Faculdade Unimed,,Mg
Faculdade Unina,Null,Pr
Faculdade Uninabuco Belem,Nabuco Belem,Null
Faculdade Uninabuco Janga,Null,Null
Faculdade Uninabuco Joao Pessoa,Null,Null
Faculdade Uninabuco Maceio,Null,Null
Faculdade Uninabuco Manaus,Nabuco Manaus,Null
Faculdade Uninabuco Natal,Null,Null
Faculdade Uninabuco Salvador,Nabuco Salvador,Null
Faculdade Uninabuco Sao Lourenco Da Mata,Null,Pe
Faculdade Uninassau Alianca - Redencao,Nassau Alianca,Pi
Faculdade Uninassau Ananindeua,Nassau Ananindeua,Null
Faculdade Uninassau Arapiraca,Null,Al
Faculdade Uninassau Belo Horizonte,Null,Mg
Faculdade Uninassau Brasilia,Nassau Brasilia,Df
Faculdade Uninassau Cabo,Null,Pe
Faculdade Uninassau Cuiaba,Nassau Cuiaba,Mt
Faculdade Uninassau Feira De Santana,Null,Ba
Faculdade Uninassau Fortaleza - Parangaba,Null,Null
Faculdade Uninassau Fortaleza Savanah,Nassau Savanah,Null
Faculdade Uninassau Garanhuns,Nassau Garanhuns,Pe
Faculdade Uninassau Jaboatao,Null,Null
Faculdade Uninassau Jaboatao Dos Guararapes,Uninassau,Pe
Faculdade Uninassau Lauro De Freitas,Null,Ba
Faculdade Uninassau Maracanau,Null,Ce
Faculdade Uninassau Mossoro,Null,Rn
Faculdade Uninassau Olinda,Null,Pe
Faculdade Uninassau Olinda - Nassau Olinda,Null,Pe
Faculdade Uninassau Palmas,Nassau Palmas,To
Faculdade Uninassau Parnamirim,Null,Rn
Faculdade Uninassau Patos,Nassau Patos,Pb
Faculdade Uninassau Petrolina,Null,Pe
Faculdade Uninassau Sobral,Null,Ce
Faculdade Uninassau Vilhena,Null,Ro
Faculdade Uninassau Vitoria Da Conquista,Null,Ba
Faculdade Uninorte,Fac Norte,Null
Faculdade Uninorte Maraba,Uninorte Maraba,Pa
Faculdade Uninorte Tailandia,Uninorte,Pa
Faculdade Uninta,Null,Null
Faculdade Uninta Fortaleza,Null,Ce
Faculdade Uninta Iguatu,Null,Ce
Faculdade Uninta Itapipoca,Null,Ce
Faculdade Uninta Tiangua,Null,Ce
Faculdade Unintese,Null,Rs
Faculdade Unirb -  Ceara,F. Unirb,Ce
Faculdade Unirb - Alagoas,F. Unirb,Al
Faculdade Unirb - Aracaju,F. Unirb,Se
Faculdade Unirb - Arapiraca,F. Unirb,Al
Faculdade Unirb - Barreiras,F. Unirb,Ba
Faculdade Unirb - Camacari,Faculdade Unirb,Ba
Faculdade Unirb - Cidade De Fortaleza,F. Unirb,Ce
Faculdade Unirb - Feira De Santana,F. Unirb,Ba
Faculdade Unirb - Fortaleza,F. Unirb,Ce
Faculdade Unirb - Juazeiro,Faculdade Unirb,Ba
Faculdade Unirb - Maceio,Faculdade Unirb,Al
Faculdade Unirb - Mossoro,F. Unirb,Rn
Faculdade Unirb - Natal,F. Unirb,Rn
Faculdade Unirb - Parnaiba,F. Unirb,Pi
Faculdade Unirb - Piaui,F. Unirb,Pi
Faculdade Unirb - Salvador,Faculdade Unirb,Ba
Faculdade Unirb - Serrinha,Faculdade Unirb,Ba
Faculdade Unirb - Teresina,F. Unirb,Pi
Faculdade Unirb Ceara,F.Ceara,Ce
Faculdade Unirb Joao Pessoa,F.Unirb,Pb
Faculdade Unirb Parnamirim,F.Unirb,Rn
Faculdade Unirio,Null,Ro
Faculdade Unis Pouso Alegre,Null,Mg
Faculdade Unis Sao Lourenco,Null,Mg
Faculdade Unise,Null,Pr
Faculdade Unissa De Sarandi,Unissa,Pr
Faculdade Unisul De Balneario Camboriu,,Sc
Faculdade Unisul De Florianopolis,Null,Sc
Faculdade Unisul De Itajai,Null,Sc
Faculdade Unita,Unita,Sp
Faculdade Uniterp,Facterp,Sp
Faculdade Univates Nova Mutum,,Null
Faculdade Univeritas Universus Veritas Anapolis,Veritas Anapolis,Go
Faculdade Univeritas Universus Veritas De Campo Grande,Null,Ms
Faculdade Univeritas Universus Veritas De Contagem,Veritas Contagem,Mg
Faculdade Univeritas Universus Veritas De Goiania,Veritas Goiania,Go
Faculdade Univeritas Universus Veritas De Joinville,Veritas Joinville,Sc
Faculdade Univeritas Universus Veritas De Montes Claros,Univeritas Mc,Mg
Faculdade Univeritas Universus Veritas De Nova Iguacu,Univeritas Ni,Rj
Faculdade Univeritas Universus Veritas De Osasco,Univeritas Osa,Null
Faculdade Univeritas Universus Veritas De Piracicaba,Univeritas Pcba,Sp
Faculdade Univeritas Universus Veritas De Ribeirao Preto,Univeritas Rp,Null
Faculdade Univeritas Universus Veritas De Sao Goncalo,Univeritas Sg,Rj
Faculdade Univeritas Universus Veritas De Vitoria,Veritas Vitoria,Es
Faculdade Univeritas Universus Veritas Sao Jose Do Rio Preto,Univeritas Sjp,Null
Faculdade Universalis,Facsalis,Se
Faculdade Universo Brasilia,,Df
Faculdade Univest De Educacao,Univest,Mt
Faculdade Unopar De Ciencias Juridicas De Petrolina,,Pe
Faculdade Unopar De Ciencias Juridicas De Santa Cruz Do Sul,,Rs
Faculdade Unopar De Ciencias Juridicas De Sete Lagoas,,Mg
Faculdade Unyleya,Null,Rj
Faculdade Unypublica,,Pr
Faculdade Uriel De Almeida Leitao,Null,Mg
Faculdade Vale Do Aco,Favale,Ma
Faculdade Vale Do Apore,Fic,Null
Faculdade Vale Do Cricare,F.V.C.,Es
Faculdade Vale Do Gorutuba,Favag,Mg
Faculdade Vale Do Iguacu Canoinhas,,Null
Faculdade Vale Do Ipiranga,Favapi,Mg
Faculdade Vale Do Jaguaribe,Fvj,Ce
Faculdade Vale Do Pajeu,Fvp,Pe
Faculdade Vale Do Salgado,Fvs,Ce
Faculdade Vale Do Sorriso,Univale,Pb
Faculdade Vale Dos Carajas,Fvc,Pa
Faculdade Van Gogh,Fvg,Sp
Faculdade Vanguarda,,Sp
Faculdade Vasco Da Gama,Fvg,Ba
Faculdade Vasconcellos & Souza,Null,Es
Faculdade Venda Nova Do Imigrante,Faveni,Es
Faculdade Verbo Educacional,Verboedu,Rs
Faculdade Verde Norte,Favenorte,Mg
Faculdade Vertice,Vertice,Mg
Faculdade Vertix Trirriense,Fvt,Rj
Faculdade Via Sapiens,Fvs,Ce
Faculdade Vicentina - Favi,Favi,Pr
Faculdade Victor Hugo,Fvh,Mg
Faculdade Vidal,Favili,Ce
Faculdade Villa-Lobos Do Cone-Leste Paulista,Fav-Colesp,Sp
Faculdade Villas Boas,Fvb,Sp
Faculdade Vincit,Vincit,Pr
Faculdade Virtual Do Brasil,Fvb,Sp
Faculdade Visconde De Cairu,Favic,Ba
Faculdade Vitoria Em Cristo,Fvc,Rj
Faculdade Vitoriana De Ciencias Contabeis,Fvcc,Null
Faculdade Vitoriana De Tecnologia,Fvt,Null
Faculdade Viva Vitoria,Faviva,Es
Faculdade Vizcaya,Vizcaya,Sc
Faculdade Vizinhanca Vale Do Iguacu,Vizivali,Pr
Faculdade Volpe Miele,Fvm,Sp
Faculdade Wenceslau Braz,Null,Mg
Faculdade Wyden Sao Paulo,Wyden Sp,Null
Faculdade Xp Educacao - Igti,Xpe,Mg
Faculdade Xv De Agosto,Faq,Sp
Faculdade Zacarias De Goes,Fazag,Ba
Faculdade Zumbi Dos Palmares,Fazp,Sp
Faculdades Adamantinenses Integradas,Null,Null
Faculdades Aggeu Magalhaes,Fama,Pe
Faculdades Associadas De Ariquemes,Faar,Ro
Faculdades Associadas De Sao Paulo,Fasp,Sp
Faculdades Associadas De Uberaba,Fazu,Mg
Faculdades Associadas De Uberaba - Fazu,Fazu,Mg
Faculdades Atibaia,Faat,Sp
Faculdades Batista Do Parana,Fabapar,Pr
Faculdades Cathedral,Cathedral,Rr
Faculdades Cathedral Barra Do Garcas,Cathedral,Mt
Faculdades Cearenses,Fac,Ce
Faculdades Coc De Brasilia,Facocbr,Df
Faculdades Coc De Sao Paulo,Facocsp,Sp
Faculdades Da Fundacao De Ensino De Mococa,Fafem,Sp
Faculdades De Campinas,Facamp,Sp
Faculdades De Ciencias E Tecnologia Do Nordeste Ltda,Facine,Ce
Faculdades De Dracena,Null,Sp
Faculdades De Inovacao E Tecnologia De Minas Gerais,Fit Mg,Mg
Faculdades De Pinhais,Fapi,Pr
Faculdades Do Centro Do Parana,Ucp,Pr
Faculdades Do Vale Do Ararangua - Fva,Fva,Sc
Faculdades Doctum De Caratinga,Doctum,Mg
Faculdades Doctum De Guarapari,Doctum,Es
Faculdades Doctum De Ipatinga,Null,Mg
Faculdades Est,Est,Rs
Faculdades Evangelicas Integradas Cantares De Salomao,Feics,Mt
Faculdades Famep,Famep,Pi
Faculdades Famep -  Unidade Urucui - Pi,Famep,Pi
Faculdades Famep Unidade Euclides Da Cunha - Ba,Famep,Ba
Faculdades Famep Unidade Fortaleza  Ce,Famep,Ce
Faculdades Famep Unidade Irara - Ba,Famep,Ba
Faculdades Famep Unidade Lago Da Pedra - Ma,Famep,Ma
Faculdades Famep Unidade Parnaiba - Pi,Famep,Pi
Faculdades Famep Unidade Teresina - P,Famep,Pi
Faculdades Fatifajar - Fatifajar Arapoti,Null,Pr
Faculdades Futurao,Centeff,Sc
Faculdades Idaam,Idaam,Am
Faculdades Impactos Brasil,Facib,Mt
Faculdades Integradas,Upis,Df
Faculdades Integradas Adventistas De Minas Gerais,Fadminas,Mg
Faculdades Integradas Anglo-Americano,Fiaa,Pr
Faculdades Integradas Antonio Eufrasio De Toledo De Presidente Prudente,Fiaetpp,Sp
Faculdades Integradas Aparicio Carvalho,Fimca,Ro
Faculdades Integradas Aparicio Carvalho Vilhena,Fimcavilhena,Ro
Faculdades Integradas Asmec,Asmec,Mg
Faculdades Integradas Associacao De Ensino De Santa Catarina,Fassesc,Sc
Faculdades Integradas Barros Melo,Aeso,Pe
Faculdades Integradas Camoes,Fica,Pr
Faculdades Integradas Campo-Grandenses,Fic,Rj
Faculdades Integradas Campos Salles,Fics,Sp
Faculdades Integradas Cesumar,Cesumar,Null
Faculdades Integradas Cesumar De Arapongas,Cesumar,Pr
Faculdades Integradas Cesumar De Guarapuava,Cesumar,Null
Faculdades Integradas Cesumar De Londrina,Cesumar,Null
Faculdades Integradas Claretianas,Fic,Sp
Faculdades Integradas Coracao De Jesus,Fainc,Sp
Faculdades Integradas Da America Do Sul,Fac Integra,Go
Faculdades Integradas Da Terra De Brasilia,Ftb,Df
Faculdades Integradas Da Uniao De Ensino Superior Certo,Unicerto,Df
Faculdades Integradas Da Uniao Educacional Do Planalto Central - Faciplac,Faciplac,Df
Faculdades Integradas Da Upis,Upis,Df
Faculdades Integradas Da Vitoria De Santo Antao,Faintvisa,Pe
Faculdades Integradas De Aracruz,Faacz,Es
Faculdades Integradas De Araraquara,Fiar,Sp
Faculdades Integradas De Ariquemes,Nova Fiar,Ro
Faculdades Integradas De Bauru,Fib,Sp
Faculdades Integradas De Botucatu,Null,Sp
Faculdades Integradas De Cacoal,Unesc,Ro
Faculdades Integradas De Caratinga,Fic,Mg
Faculdades Integradas De Cassilandia,Fic,Ms
Faculdades Integradas De Cataguases,Fic,Mg
Faculdades Integradas De Ciencias Humanas Saude E Educacao De Guarulhos,Fg,Sp
"Faculdades Integradas De Ciencias Humanas, Saude E Educacao De Guarulhos",Fg,Sp
Faculdades Integradas De Coxim,Fico,Ms
Faculdades Integradas De Cruzeiro,Fic,Sp
Faculdades Integradas De Diamantino,Fid,Mt
Faculdades Integradas De Fatima Do Sul,Fifasul,Ms
Faculdades Integradas De Fernandopolis,Fife,Sp
Faculdades Integradas De Garanhuns,Faciga,Pe
Faculdades Integradas De Itapetininga,Fii,Sp
Faculdades Integradas De Itarare,Fafit-Facic,Sp
Faculdades Integradas De Jacarei,Fij,Null
Faculdades Integradas De Jacarepagua,Fij,Rj
Faculdades Integradas De Jahu,Fij,Sp
Faculdades Integradas De Navirai,Finav,Ms
Faculdades Integradas De Ourinhos,Fio,Sp
Faculdades Integradas De Paranaiba - Fipar,Fipar,Ms
Faculdades Integradas De Patos,Fip,Pb
Faculdades Integradas De Pedro Leopoldo,Fipel,Null
Faculdades Integradas De Ponta Pora,Fip,Null
Faculdades Integradas De Ribeirao Pires,Firp,Sp
Faculdades Integradas De Rio Verde,Firve,Ms
Faculdades Integradas De Rondonopolis,Fair,Mt
Faculdades Integradas De Santa Fe Do Sul,Funec,Sp
Faculdades Integradas De Sao Carlos,Fadisc,Sp
Faculdades Integradas De Sao Paulo,Fisp,Sp
Faculdades Integradas De Saude E Educacao Do Brasil,Fiseb,Mt
Faculdades Integradas De Taguai,Fit,Sp
Faculdades Integradas De Tangara Da Serra,Fits,Mt
Faculdades Integradas De Taquara,Faccat,Rs
Faculdades Integradas De Tres Lagoas,Aems,Ms
Faculdades Integradas De Varzea Grande,Fiavec,Mt
Faculdades Integradas De Vitoria,Fdv,Es
Faculdades Integradas Desembargador Savio Brandao,Fausb,Mt
Faculdades Integradas Do Brasil,Facbrasil,Pr
Faculdades Integradas Do Brasil Unifuturo,Faculdade Unifuturo,Pb
Faculdades Integradas Do Ceara - Unific,Faculdade Unific,Ce
Faculdades Integradas Do Extremo Sul Da Bahia,Unesulbahia,Ba
Faculdades Integradas Do Oeste De Minas,Fadom,Mg
Faculdades Integradas Do Rio Grande Do Norte - Fanortes,Null,Rn
Faculdades Integradas Do Sul De Minas - Fisminas,,Mg
Faculdades Integradas Do Tapajos,Fit,Pa
Faculdades Integradas Do Vale Do Iguacu,Null,Null
Faculdades Integradas Do Vale Do Ivai,Null,Pr
Faculdades Integradas Do Vale Do Ribeira,Fivr,Sp
Faculdades Integradas Dom Pedro Ii,Dompedro,Sp
Faculdades Integradas Dos Campos Gerais,Cescage,Pr
Faculdades Integradas Einstein De Limeira,Fiel,Sp
Faculdades Integradas Espirita,Fies,Pr
Faculdades Integradas Espiritosantense,Faesa,Es
Faculdades Integradas Facvest,Facvest,Null
Faculdades Integradas Helio Alonso,Facha,Rj
Faculdades Integradas Iesgo,Iesgo,Go
Faculdades Integradas Interamericanas,Faiter,Sp
Faculdades Integradas Ipep,Fipep,Sp
Faculdades Integradas Ipiranga,Faintipi,Pa
Faculdades Integradas Ipitanga,Faciip,Ba
Faculdades Integradas Machado De Assis,Fema,Rs
Faculdades Integradas Maria Imaculada,Fimi,Sp
Faculdades Integradas Maria Thereza,Famath,Rj
Faculdades Integradas Mato-Grossenses De Ciencias Sociais E Humanas,Ice,Mt
Faculdades Integradas Norte Capixaba - Fanorte,Null,Null
Faculdades Integradas Olga Mettig,Famettig,Ba
Faculdades Integradas Oswaldo Cruz,Null,To
Faculdades Integradas Padrao,Fip Guanambi,Ba
Faculdades Integradas Padre Albino,Fipa,Sp
Faculdades Integradas Paulista,Fip,Sp
Faculdades Integradas Pitagoras,Fip-Moc,Mg
Faculdades Integradas Potencial,Fip,Sp
Faculdades Integradas Qualis,Fiq,Pb
Faculdades Integradas Regionais De Avare,Fira,Sp
Faculdades Integradas Rio Branco,Frb,Sp
Faculdades Integradas Rio Branco Granja Vianna,Frb-Gv,Sp
Faculdades Integradas Rui Barbosa,Firb,Sp
Faculdades Integradas Santa Cruz De Curitiba,Faresc,Pr
Faculdades Integradas Sao Judas Tadeu,Sjt,Rs
Faculdades Integradas Sevigne,Fae Sevigne,Rs
Faculdades Integradas Silva E Souza,Fau,Rj
Faculdades Integradas Simonsen,Fis,Rj
Faculdades Integradas Soares De Oliveira,Fiso,Sp
Faculdades Integradas Stella Maris De Andradina,Fisma,Sp
Faculdades Integradas Teresa Davila,Fatea,Sp
Faculdades Integradas Tibirica,Fati,Sp
Faculdades Integradas Toledo De Tres Lagoas,Toledo,Ms
Faculdades Integradas Urubupunga,Fiu,Sp
Faculdades Integradas Vale Do Rio Verde,Fivar,Sp
Faculdades Integradas Vianna Junior,Fivj,Mg
Faculdades Integradas Vital Brazil,Fvb,Rj
Faculdades Integradas Zona Da Mata,Fizm,Mg
Faculdades Ipede,Ipede,Ma
Faculdades Itecne De Cascavel,Itecne,Pr
Faculdades Joao Paulo Ii,Fjp,Rs
Faculdades Joao Paulo Ii - Campus Porto Alegre,Fjp,Rs
Faculdades Joao Paulo Ii - Pelotas,Fjp -Pelotas,Rs
Faculdades Joao Paulo Ii - Rio Grande,Fjp,Rs
Faculdades Londrina,Null,Pr
Faculdades Magsul,Famag,Ms
Faculdades Metropolitanas De Cuiaba,Famec,Mt
Faculdades Milton Campos,Fmc,Mg
Faculdades Network - Campus Sumare,Null,Sp
Faculdades Nordeste,Fanor,Ce
Faculdades Oswaldo Cruz,Foc,Sp
Faculdades Pequeno Principe,Fpp,Pr
Faculdades Planalto Central,Fpc,Df
Faculdades Resende De Freitas,Uesrf,Mt
Faculdades Reunidas Da Asce,Frasce,Rj
Faculdades Santo Agostinho,Fsa,Mg
Faculdades Spei,Facspei,Pr
Faculdades Sulamerica Bahia,Null,Ba
Faculdades Unidas De Pesquisa Ciencias E Saude Ltda,Fapec,Ba
"Faculdades Unidas De Pesquisa, Ciencias E Saude Ltda",Fapec,Ba
Faculdades Unidas Do Norte De Minas,Funorte,Ro
Faculdades Unidas Do Vale Do Araguaia,Univar,Mt
Faculdades Unificadas De Cataguases,Fuc,Mg
Faculdades Unificadas De Foz Do Iguacu,Unifoz,Pr
Faculdades Unificadas De Guarapari,Fug,Es
Faculdades Unificadas De Iuna,Fui,Es
Faculdades Unificadas De Leopoldina,Ful,Mg
Faculdades Unificadas De Teofilo Otoni,Futo,Mg
Faculdades Vale Do Carangola,Favaleuemg,Mg
Faculdades Vale Do Carangola - Favale,Favale,Null
Faculdades Vale Do Pianco,Favap,Pb
Facuminas Faculdade,Facuminas,Mg
Fae Centro Universitario,Null,Pr
"Fai - Centro De Ensino Superior Em Gestao, Tecnologia E Educacao",,Mg
Fajopa - Faculdade Joao Paulo Ii,Fajopa,Sp
Fal Estacio - Faculdade Estacio De Natal,Null,Null
Falculdade Presidente Antonio Carlos De Divisa Alegre,Funees Divisa Alegre,Mg
Famac - Faculdade De Machadinho Do Oeste,Famac,Ro
Faneesp - Faculdade Nacional De Educacao E Ensino Superior Do Parana,Faneesp,Pr
Fap-Faculdade De Pinheiros,Fap,Es
Fass - Faculdade Social Sul Americana,Null,Ba
Fasul Educacional Ead,Fasul Educacional,Mg
Fatec - Faculdade De Teologia E Ciencias De Votuporanga,Fatec,Sp
Fatec Arthur Azevedo - Mogi Mirim,Fatecmm,Sp
Fatec Cruzeiro - Prof. Waldomiro May,Null,Sp
Fatec- Faculdade Senai De Tecnologia,Fatec,Es
"Fatece - Faculdade De Tecnologia, Ciencias E Educacao",Fatece,Sp
Favenorte De Porteirinha,Faveport,Mg
Fefisa - Faculdades Integradas De Santo Andre,Fefisa,Sp
"Fetac - Faculdade De Educacao, Tecnologia E Administracao De Caarapo",Fetac,Ms
Fg Faculdade Global,Fg,Rs
Fgv / Escola De Relacoes Internacionais,Fgv/Ri,Sp
Fgw - Faculdade De Gestao Woli,Woli,Mg
Fi - Faculdade Iguacu,Fi,Pr
Fiam-Faam - Centro Universitario,Unifiam-Faam,Sp
Fiap - Centro Universitario,Null,Sp
Fiep - Faculdade Internacional De Evolucao Profissional,Fiep,Ba
Fip - Faculdade De Ipora Parana,Fip,Pr
Focca - Faculdade De Olinda,Focca,Pe
Formacao Faculdade Integrada,Ffi,Ma
Franklincovey Business School,Fcbs,Sp
Ftrb - Faculdade Teologica Reformada De Brasilia,Null,Df
Fundacao Armando Alvares Penteado,Faap,Sp
Fundacao Assis Gurgacz,Fag,Pr
Fundacao Casper Libero,Fcl,Sp
Fundacao Comunitaria De Ensino Superior De Itabira,Funcesi,Mg
Fundacao De Ensino Superior De Clevelandia,Fesc,Null
Fundacao De Ensino Superior De Passos,Fesp,Mg
Fundacao Dom Cabral,,Mg
Fundacao Dom Cabral - Ensino Superior,Fdc,Mg
Fundacao Educacional Aracatuba,Fea,Sp
Fundacao Educacional De Divinopolis,Funedi,Mg
Fundacao Escola De Comercio Alvares Penteado,Fecap,Sp
Fundacao Escola De Governo Ena,Ena,Null
Fundacao Escola De Sociologia E Politica De Sao Paulo,Fespsp,Sp
Fundacao Escola Lince Kempim,Felk,Ro
"Fundacao Faculdade De Filosofia, Ciencias E Letras De Mandaguari",Fafiman,Pr
Fundacao Faculdades Luiz Meneghel,Ffalm,Pr
Fundacao Getulio Vargas,Fgv,Rj
Fundacao Instituto Capixaba De Pesquisas Em Contabilidade Economia E Financas,Fucape,Es
Fundacao Instituto Tecnologico De Osasco,Fito,Sp
Fundacao Joao Pinheiro,Fjp,Mg
Fundacao Mineira De Educacao E Cultura,Fumec,Mg
Fundacao Oswaldo Cruz,Fiocruz,Rj
Fundacao Tecnico Educacional Souza Marques,Ftesm,Rj
Fundacao Universidade Do Estado De Santa Catarina,Null,Sc
Fundacao Universidade Do Tocantins,Unitins,To
Fundacao Universidade Federal Da Grande Dourados,Ufgd,Ms
Fundacao Universidade Federal De Ciencias Da Saude De Porto Alegre,Ufcspa,Rs
Fundacao Universidade Federal De Rondonia,Unir,Ro
Fundacao Universidade Federal Do Abc,Ufabc,Sp
