name,sigla,state
Faculdade Metropolitana De Palhoca,Famepalhoca,Sc
Faculdade Metropolitana De Parintins,Fametro,Am
Faculdade Metropolitana De Petrolina,Fam,Pe
Faculdade Metropolitana De Rio Do Sul,Famesul,Sc
Faculdade Metropolitana De Tefe,Fametro,Am
Faculdade Metropolitana De Teresina,,Pi
Faculdade Metropolitana Do Cariri,Famec,Ce
Faculdade Metropolitana Do Ceara,Famec,Ce
Faculdade Metropolitana Do Estado De Sao Paulo,Fameesp,Sp
Faculdade Metropolitana Do Litoral Rio Grandense,Fameli,Rs
Faculdade Metropolitana Do Marajo,Famma,Pa
Faculdade Metropolitana Do Para,Fametro,Pa
Faculdade Metropolitana Do Planalto Norte,Fameplan,Sc
Faculdade Metropolitana Londrinense,Fml,Pr
Faculdade Metropolitana Norte Riograndense,Famen,Rn
Faculdade Metropolitana Sao Carlos,Null,Rj
Faculdade Metropolitana Sao Carlos Bji,Famesc-Bji,Rj
Faculdade Microlins,Famic,Sp
Faculdade Millennium,Facmillenium,Df
Faculdade Minas Gerais,Famig,Mg
Faculdade Mineirense,Fama,Go
Faculdade Miriense,,Pa
Faculdade Missioneira Do Parana,Famipar,Pr
Faculdade Modal,Modal,Mg
Faculdade Modelo,Facimod,Pr
Faculdade Mogiana,Famogi,Sp
Faculdade Mogiana Do Estado De Sao Paulo,Fmg,Sp
Faculdade Monsenhor Hipolito,Fmh,Pi
Faculdade Monte Pascoal,Fmp,Rs
Faculdade Monteiro Lobato,Fato,Rs
Faculdade Montenegro,Fam,Ba
Faculdade Montes Belos,Fmb,Go
Faculdade Montes Claros,Faculmontes,Mg
Faculdade Montessoriano De Salvador,Fama,Ba
Faculdade Moraes Junior - Mackenzie Rio,Fmj - Mackenzie Rio,Rj
Faculdade Morgana Potrich,Famp,Go
Faculdade Morumbi,Famor,Sp
Faculdade Morumbi Sul,Fms,Sp
Faculdade Mozarteum De Sao Paulo,Famosp,Sp
Faculdade Multieducativa,Multieducativa,Df
Faculdade Multipla,,Pi
Faculdade Multiversa,Multiversa,Pr
Faculdade Multivix Cariacica,Multivix Cariac,Es
Faculdade Multivix De Cachoeiro,Multivix Cachoeiro,Es
Faculdade Multivix Nova Venecia,Multivix Nova Veneci,Es
Faculdade Multivix Sao Mateus,Multivix Sao Mateus,Es
Faculdade Multivix Serra,Multivix Serra,Es
Faculdade Multivix Vila Velha,Multivix Vila V,Es
Faculdade Municipal De Educacao E Meio Ambiente,Fama,Pr
Faculdade Municipal De Palhoca,Fmp,Sc
Faculdade Municipal Professor Franco Montoro De Mogi Guacu,Fmpfm,Sp
Faculdade Murialdo,Famur,Rs
Faculdade Nacional,Fanac,Pe
Faculdade Nacional De Curitiba,Fanac,Pr
Faculdade Nacional De Naturopatia  Administracao E Pedagogia,Fannap,Rs
Faculdade Nacional De Rio Do Sul,Fanrios,Sc
Faculdade Nacional Do Norte Do Parana,Fannorte,Pr
Faculdade Nacional Senior,Fansenior,Pr
Faculdade Natalense De Ensino E Cultura,Fanec,Rn
Faculdade Natalense Para O Desenvolvimento Do Rio Grande Do Norte,Farn,Rn
Faculdade Nazarena Do Brasil,Fnb,Sp
Faculdade Nectar,,Pe
Faculdade Netcom,Fanet,Ma
Faculdade Network,Nwk,Sp
Faculdade Nip De Ciencias Aplicadas,Fanip,Pe
Faculdade Nobre De Feira De Santana,Fan,Ba
Faculdade Noroeste,Fan,Go
Faculdade Norte Capixaba De Sao Mateus,Multivix Sao Mateus,Es
Faculdade Norte Capixaba De Sao Mateus - Famat,Famat,Es
Faculdade Norte E Nordeste Do Brasil,Fanor - Brasil,Ma
Faculdade Norte Paranaense,Uninorte,Pr
Faculdade Norte-Sul,Fans,Sc
Faculdade Nossa Cidade,Fnc,Sp
Faculdade Nossa Senhora Aparecida,Fnsa,Go
Faculdade Nossa Senhora Da Conceicao,Fsc,Se
Faculdade Nossa Senhora De Fatima,Faculdade Fatima,Rs
Faculdade Nossa Senhora De Lourdes,Fnsl,Ba
Faculdade Nova Roma,Fnr,Pe
Faculdade Nova Roma Caruaru,Fnr Caruaru,Pe
Faculdade Nova Roma De Campo Grande,Fnr - Campo Grande,Ms
Faculdade Novaunesc,Novaunesc,Pi
Faculdade Nove De Julho De Bauru,Nove-Bauru,Sp
Faculdade Nove De Julho De Botucatu,Nove-Botucatu,Sp
Faculdade Nove De Julho De Osasco,Nove-Osasco,Sp
Faculdade Nove De Julho De Sao Bernardo Do Campo,Nove-Sbc,Sp
Faculdade Nove De Julho Guarulhos,Nove-Guarulhos,Sp
Faculdade Nove De Julho Maua,Nove_Maua,Sp
Faculdade Novo Hamburgo,Faculdade Ienh,Rs
Faculdade Novo Horizonte,Fnh,Pe
Faculdade Novo Horizonte De Ipojuca,Fnh,Pe
Faculdade Novo Milenio,Fnm,Es
Faculdade Novoeste,Novoeste,Ms
Faculdade Oboe - Faco,Faco,Ce
Faculdade Olga Mettig,Famettig,Ba
Faculdade Opus 365,,Sp
Faculdade Origenes Lessa,Facol,Sp
Faculdade Padrao,-,Go
Faculdade Padrao De Senador Canedo,Fapsc,Go
Faculdade Padre Anchieta De Cajamar,Null,Sp
Faculdade Padre Anchieta De Varzea Paulista,Anchieta,Sp
Faculdade Padre Cicero,Null,Ce
Faculdade Padre Dourado Fortaleza,Facped Fortaleza,Ce
Faculdade Padre Joao Bagozzi,Faculdade Bagozzi,Pr
Faculdade Paiva Andrade,Fpa,Ce
Faculdade Palas Atena De Chopinzinho,Fpa,Pr
Faculdade Palotina,Fapas,Rs
Faculdade Pan Amazonica,Fapan,Pa
Faculdade Pan Americana,Fpa,Pa
Faculdade Pan-Americana De Administracao E Direito,Fapad,Pr
Faculdade Panamericana De Jiparana,Unijipa,Ro
Faculdade Para O Desenvolvimento De Pernambuco,Fadepe,Pe
Faculdade Para O Desenvolvimento Do Sudeste Tocantinense,Fades,To
Faculdade Para O Desenvolvimento Sustentavel Da Amazonia,Fadesa,Pa
Faculdade Paraense De Ensino,Fapen,Pa
Faculdade Paraibana,Fap,Null
Faculdade Paraibana De Processamento De Dados,Fppd,Pb
Faculdade Paraiso Araripina,Fap,Pe
Faculdade Paraiso Do Ceara,Fap,Ce
Faculdade Paraiso Fortaleza,Fap,Ce
Faculdade Parana,Fap,Pr
Faculdade Paranaense,Faccar,Pr
Faculdade Paranapanema,Fp,Pr
Faculdade Parque,Fap,Ba
Faculdade Paschoal Dantas,Fpd,Sp
Faculdade Paschoal Dantas Ead,Fpd - Ead,Sp
Faculdade Passionista De Educacao De Curitiba,Fapec,Pr
Faculdade Paulista,Null,Sp
Faculdade Paulista De Artes,Fpa,Sp
Faculdade Paulista De Bem Estar E Saude,,Sp
Faculdade Paulista De Ciencias Aplicadas,Fpca,Sp
Faculdade Paulista De Ciencias Da Saude,Fpcs,Sp
Faculdade Paulista De Comunicacao,Fepac,Sp
Faculdade Paulista De Educacao E Comunicacao,Fapec,Sp
Faculdade Paulista De Gestao E Saude,,Sp
Faculdade Paulista De Servico Social,Fapss-Sp.,Sp
Faculdade Paulista De Servico Social De Sao Caetano Do Sul,Fapss,Sp
Faculdade Paulista Sao Jose,Fpsj,Sp
Faculdade Paulo Picanco,Facpp,Ce
Faculdade Paulus De Comunicacao E Tecnologia,Fapcom,Sp
Faculdade Paulus De Tecnologia E Comunicacao,Fapcom,Sp
Faculdade Pecege,Pecege,Sp
Faculdade Pedro Ii,Fape2,Mg
Faculdade Pedro Leopoldo,Fpl,Mg
Faculdade Pensar,Fp,Ba
Faculdade Pentagono - Fapen,Fapen,Sp
Faculdade Pernambucana,Fape,Pe
Faculdade Pernambucana De Saude,Fps,Pe
Faculdade Peruibe,Fpbe,Sp
Faculdade Pestalozzi De Franca,Fapesf,Sp
Faculdade Petrus,Fapetrus,Ma
Faculdade Phenix De Ciencias Humanas E Sociais Do Brasil,Phenix,Go
Faculdade Phorte De Educacao E Tecnologia,Null,Sp
Faculdade Physio Cursos,Facphysio,Sp
Faculdade Piaget,Facpiaget,Sp
Faculdade Piauiense,Fap,Pi
Faculdade Piauiense De Processamento De Dados,Fppd,Pi
Faculdade Piemonte,Fap,Ba
Faculdade Pinhalzinho,Horus,Sc
Faculdade Pinheiro Guimaraes,Fapg,Rj
Faculdade Pio Decimo,Fpd,Se
Faculdade Pio Decimo De Caninde Do Sao Francisco,Fapide,Se
Faculdade Pio Xii,Pio Xii,Es
Faculdade Pitagoras Anhanguera De Santa Cruz Do Sul,,Rs
Faculdade Pitagoras Anhanguera De Sao Joao Da Boa Vista,,Sp
Faculdade Pitagoras Anhanguera De Tres Lagoas,,Ms
Faculdade Pitagoras Bacabal Mearim,Null,Ma
Faculdade Pitagoras Belo Jardim,,Pe
Faculdade Pitagoras De  Camacari,,Ba
Faculdade Pitagoras De  Caruaru,,Pe
Faculdade Pitagoras De  Mossoro,,Rn
Faculdade Pitagoras De Administracao Superior,Fpas,Mg
Faculdade Pitagoras De Alagoinhas,Fpa,Ba
Faculdade Pitagoras De Altamira,,Pa
Faculdade Pitagoras De Aracati,,Ce
Faculdade Pitagoras De Arapiraca,,Al
Faculdade Pitagoras De Bacabal,,Ma
Faculdade Pitagoras De Belem,,Pa
Faculdade Pitagoras De Belo Horizonte,Fpas,Mg
Faculdade Pitagoras De Betim,Pitagoras-Betim,Mg
Faculdade Pitagoras De Bom Jesus Da Lapa,,Ba
Faculdade Pitagoras De Brumado,,Ba
Faculdade Pitagoras De Cachoeiro De Itapemirim,,Es
Faculdade Pitagoras De Campina Grande,,Pb
Faculdade Pitagoras De Concordia,,Sc
Faculdade Pitagoras De Cruz Das Almas,,Ba
Faculdade Pitagoras De Divinopolis,Pit Divinopolis,Mg
Faculdade Pitagoras De Divinopolis - Fpd,Fpd,Mg
Faculdade Pitagoras De Eunapolis,Fpe,Ba
Faculdade Pitagoras De Imperatriz,Fama,Ma
Faculdade Pitagoras De Ipatinga,Fpi,Mg
Faculdade Pitagoras De Irece,Fpi,Ba
Faculdade Pitagoras De Itumbiara,,Go
Faculdade Pitagoras De Jaboatao Dos Guararapes,,Pe
Faculdade Pitagoras De Jacobina,,Ba
Faculdade Pitagoras De Joao Pessoa,,Pb
Faculdade Pitagoras De Juiz De Fora,Fpjf,Mg
Faculdade Pitagoras De Jundiai,Pit Jundiai,Sp
Faculdade Pitagoras De Luis Eduardo Magalhaes,,Ba
Faculdade Pitagoras De Luziania,,Go
Faculdade Pitagoras De Medicina De Eunapolis,,Ba
Faculdade Pitagoras De Minas Gerais,Null,Null
Faculdade Pitagoras De Nova Lima,Null,Mg
Faculdade Pitagoras De Paranagua,,Pr
Faculdade Pitagoras De Penapolis,,Sp
Faculdade Pitagoras De Petrolina,,Pe
Faculdade Pitagoras De Piripiri,,Pi
Faculdade Pitagoras De Pouso Alegre,Fppa,Mg
Faculdade Pitagoras De Rio Verde,,Go
Faculdade Pitagoras De Serrinha,,Ba
Faculdade Pitagoras De Sete Lagoas,,Mg
Faculdade Pitagoras De Tecnologia De Betim,Pit Betim,Null
Faculdade Pitagoras De Tecnologia De Contagem,Null,Mg
Faculdade Pitagoras De Tecnologia De Guarapari,Null,Es
Faculdade Pitagoras De Teixeira De Freitas,Pit Teixeira,Ba
Faculdade Pitagoras De Tiangua Ce,,Ce
Faculdade Pitagoras De Tucurui,,Pa
Faculdade Pitagoras Instituto Camillo Filho,Pitagoras Icf,Pi
Faculdade Pitagoras Unopar Anhanguera De Londrina,Null,Pr
Faculdade Pitagoras Unopar De Brumado,,Ba
Faculdade Pitagoras Unopar De Caldas Novas,,Go
Faculdade Pitagoras Unopar De Caninde,,Ce
Faculdade Pitagoras Unopar De Chapeco,,Sc
Faculdade Pitagoras Unopar De Guanambi,Fpg,Ba
Faculdade Pitagoras Unopar De Itajuba,,Mg
Faculdade Pitagoras Unopar De Joao Pessoa,Null,Pb
Faculdade Pitagoras Unopar De Juazeiro Do Norte,,Ce
Faculdade Pitagoras Unopar De Muriae,,Mg
Faculdade Pitagoras Unopar De Quixeramobim,,Ce
Faculdade Planalto De Administracao E Ciencias Economicas,Facplan,Df
Faculdade Planalto De Ciencia Da Computacao,Facplan,Df
"Faculdade Planalto De Filosofia, Ciencias E Letras",Facplan,Df
Faculdade Plus,Plus,Ce
Faculdade Poliensino - Fp,,Mt
Faculdade Polis Civitas,,Pr
Faculdade Polis Das Artes,Null,Sp
Faculdade Politec,Fap,Sp
Faculdade Politecnica De Campinas,Policamp,Sp
Faculdade Politecnica De Campo Grande,Politecnica,Ms
Faculdade Politecnica De Londrina,Politecnica,Null
Faculdade Politecnica De Taubate,Null,Sp
Faculdade Politecnica De Uberlandia,Fpu,Mg
Faculdade Porto Algrense,Fapa,Rs
Faculdade Porto Das Aguas,Fapag,Sc
Faculdade Porto Seguro,Faps,Es
Faculdade Porto Uniao,Fpu,Sp
Faculdade Porto-Alegrense,Fapa,Null
Faculdade Positivo Joinville,,Sc
Faculdade Positivo Londrina,Fpl,Pr
Faculdade Pouso Alegre,,Null
Faculdade Praia Grande,Fpg,Sp
Faculdade Praxis,Fipep,Sp
Faculdade Premier,Premier,Go
Faculdade Presbiteriana Augusto Galvao,Fapag,Ba
Faculdade Presbiteriana Gammon,Fagammon,Mg
Faculdade Presbiteriana Mackenzie Brasilia,Fpmb,Df
Faculdade Presbiteriana Mackenzie Rio,Null,Rj
Faculdade Presbiteriana Quinze De Novembro,,Pe
Faculdade Presidente Antonio Carlos,Fapac,To
Faculdade Presidente Antonio Carlos De Abre Campo,Funees Abre Campo,Null
Faculdade Presidente Antonio Carlos De Aimores,Null,Mg
Faculdade Presidente Antonio Carlos De Almenara,Funec Almenara,Mg
Faculdade Presidente Antonio Carlos De Alvarenga,Funees,Mg
Faculdade Presidente Antonio Carlos De Andre Da Silveira,,Mg
Faculdade Presidente Antonio Carlos De Arcos,Funees Arcos,Mg
Faculdade Presidente Antonio Carlos De Baependi,Fapac Baependi,Mg
Faculdade Presidente Antonio Carlos De Bambui,Funees,Mg
Faculdade Presidente Antonio Carlos De Barao De Cocais,,Mg
Faculdade Presidente Antonio Carlos De Barroso,Funees,Mg
Faculdade Presidente Antonio Carlos De Belo Horizonte,Funec Belo Horizonte,Mg
Faculdade Presidente Antonio Carlos De Belo Oriente,Funees Belo Oriente,Mg
Faculdade Presidente Antonio Carlos De Bocaiuva,Null,Mg
Faculdade Presidente Antonio Carlos De Bom Despacho,Fapacbd,Mg
Faculdade Presidente Antonio Carlos De Bom Sucesso,Funees Bom Sucesso,Mg
Faculdade Presidente Antonio Carlos De Buritis,Funees Buritis,Mg
Faculdade Presidente Antonio Carlos De Campina Verde,,Mg
Faculdade Presidente Antonio Carlos De Campo Belo,Funees Campo Belo,Mg
Faculdade Presidente Antonio Carlos De Campos Altos,Funees Campos Altos,Mg
Faculdade Presidente Antonio Carlos De Carmo Do Paranaiba,Funees C. Paranaiba,Mg
Faculdade Presidente Antonio Carlos De Carmopolis,Funees C. De Minas,Mg
Faculdade Presidente Antonio Carlos De Central De Minas,Funees,Mg
Faculdade Presidente Antonio Carlos De Conceicao Das Alagoas,Funees,Mg
Faculdade Presidente Antonio Carlos De Congonhas,,Mg
Faculdade Presidente Antonio Carlos De Conselheiro Lafaiete,,Mg
Faculdade Presidente Antonio Carlos De Conselheiro Pena,,Mg
Faculdade Presidente Antonio Carlos De Curvelo,Funees Curvelo,Mg
Faculdade Presidente Antonio Carlos De Divino,Funees,Mg
Faculdade Presidente Antonio Carlos De Eloi Mendes,Null,Mg
Faculdade Presidente Antonio Carlos De Felixlandia,Funees,Mg
Faculdade Presidente Antonio Carlos De Governador Valadares,Fapac - Gv,Mg
Faculdade Presidente Antonio Carlos De Itabira,Funees Itabira,Mg
Faculdade Presidente Antonio Carlos De Itabirito,,Mg
Faculdade Presidente Antonio Carlos De Itajuba,,Mg
Faculdade Presidente Antonio Carlos De Itambacuri,Null,Mg
Faculdade Presidente Antonio Carlos De Itanhandu,Fapaci,Mg
Faculdade Presidente Antonio Carlos De Itaobim,Funees Itaobim,Mg
Faculdade Presidente Antonio Carlos De Jaboticatubas,Funees,Mg
Faculdade Presidente Antonio Carlos De Juatuba,Funees,Mg
Faculdade Presidente Antonio Carlos De Ladainha,Funees,Mg
Faculdade Presidente Antonio Carlos De Lagoa Dos Patos,Funees,Mg
Faculdade Presidente Antonio Carlos De Lagoa Santa,Funees,Mg
Faculdade Presidente Antonio Carlos De Lajinha,Funees Lajinha,Mg
Faculdade Presidente Antonio Carlos De Lambari,Fapac Lambari,Mg
Faculdade Presidente Antonio Carlos De Leopoldina,,Mg
Faculdade Presidente Antonio Carlos De Liberdade,Funees,Mg
Faculdade Presidente Antonio Carlos De Luminarias,Funees,Mg
Faculdade Presidente Antonio Carlos De Maria Da Fe,Funees,Mg
Faculdade Presidente Antonio Carlos De Mariana,Fapam,Mg
Faculdade Presidente Antonio Carlos De Matozinhos,Funees Matozinhos,Mg
Faculdade Presidente Antonio Carlos De Monte Carmelo,,Mg
Faculdade Presidente Antonio Carlos De Montes Claros,Funec Montes Claros,Mg
Faculdade Presidente Antonio Carlos De Mutum,Funees Mutum,Mg
Faculdade Presidente Antonio Carlos De Nanuque,Funees Nanuque,Mg
Faculdade Presidente Antonio Carlos De Nazareno,Funees,Mg
Faculdade Presidente Antonio Carlos De Nova Lima,Null,Mg
Faculdade Presidente Antonio Carlos De Perdoes,Funees Perdoes,Mg
Faculdade Presidente Antonio Carlos De Piranguinho,Funees Piranguinho,Mg
Faculdade Presidente Antonio Carlos De Pirauba,Funees,Mg
Faculdade Presidente Antonio Carlos De Piumhi,Funees Piumhi,Mg
Faculdade Presidente Antonio Carlos De Ponte Nova,Null,Mg
Faculdade Presidente Antonio Carlos De Porteirinha,Funees Porteirinha,Mg
Faculdade Presidente Antonio Carlos De Pote,Funees Pote,Mg
Faculdade Presidente Antonio Carlos De Raposos,Funees Raposos,Mg
Faculdade Presidente Antonio Carlos De Raul Soares,Funees Raul Soares,Mg
Faculdade Presidente Antonio Carlos De Recreio,Funees,Mg
Faculdade Presidente Antonio Carlos De Ribeirao Das Neves,Null,Mg
Faculdade Presidente Antonio Carlos De Sabara,Funees Sabara,Mg
Faculdade Presidente Antonio Carlos De Sao Domingos Do Prata,Funees,Mg
Faculdade Presidente Antonio Carlos De Sao Francisco,Funees Sao Francisco,Mg
Faculdade Presidente Antonio Carlos De Sao Goncalo Do Rio Abaixo,Funec Sgra,Mg
Faculdade Presidente Antonio Carlos De Sao Gotardo,Funec Sao Gotardo,Mg
Faculdade Presidente Antonio Carlos De Sao Joao Del Rei,Funees Sjdr,Mg
Faculdade Presidente Antonio Carlos De Sao Joao Nepomuceno,Null,Mg
Faculdade Presidente Antonio Carlos De Sao Lourenco,Funees Sao Lourenco,Mg
Faculdade Presidente Antonio Carlos De Sao Romao,Funees,Mg
Faculdade Presidente Antonio Carlos De Sao Vicente De Minas,Funees,Mg
Faculdade Presidente Antonio Carlos De Senhora Dos Remedios,Null,Mg
Faculdade Presidente Antonio Carlos De Setubinha,Funees,Mg
Faculdade Presidente Antonio Carlos De Teofilo Otoni,Null,Mg
Faculdade Presidente Antonio Carlos De Tocantins,Funees,Mg
Faculdade Presidente Antonio Carlos De Tupaciguara,,Mg
Faculdade Presidente Antonio Carlos De Uba,,Mg
Faculdade Presidente Antonio Carlos De Uberaba,,Mg
Faculdade Presidente Antonio Carlos De Uberlandia,,Mg
Faculdade Presidente Antonio Carlos De Uruana De Minas,Funees,Mg
Faculdade Presidente Antonio Carlos De Varzea Da Palma,Fees Varzea Da Palma,Mg
Faculdade Presidente Antonio Carlos De Vazante,Fees Vazante,Mg
Faculdade Presidente Antonio Carlos De Vespasiano,Funees,Mg
Faculdade Presidente Antonio Carlos De Visconde Do Rio Branco,,Mg
Faculdade Presidente Antonio Carlos Rio Novo,Funees,Mg
Faculdade Presidente Dutra,Fap,Ma
Faculdade Prime,Faprime,Ms
Faculdade Primeiro De Janeiro,Fpj,Ce
Faculdade Princesa Do Oeste,Fpo,Ce
Faculdade Prisma,Fap,Mg
Faculdade Prisma De Apucarana,Fpa,Pr
Faculdade Processus,Pfd,Df
Faculdade Prof. Luiz Mario D'Avila,Fadavila,Sp
Faculdade Prof. Wlademir Dos Santos,Wlasan,Sp
Faculdade Professor Daltro,,Rj
Faculdade Professor Dirson Maciel De Barros,Null,Null
Faculdade Professor Miguel Angelo Da Silva Santos,Femass,Rj
Faculdade Profissional,Fapro,Pr
Faculdade Progresso,Fap,Sp
Faculdade Projecao,Fapro,Df
Faculdade Projecao De Ceilandia,Fapro,Df
Faculdade Projecao De Planaltina,Fapro,Null
Faculdade Projecao De Sobradinho,Fapro,Df
Faculdade Projecao De Taguatinga Norte,Fapro,Df
Faculdade Projecao Do Guara,Null,Df
Faculdade Prominas De Montes Claros,Prominas,Mg
Faculdade Promove De Alfenas,,Mg
Faculdade Promove De Belo Horizonte,Promove,Mg
Faculdade Promove De Curvelo,Facurvelo,Mg
Faculdade Promove De Janauba,Isejan,Mg
Faculdade Promove De Minas Gerais,Promove,Mg
Faculdade Promove De Sao Paulo,Fpsp,Sp
Faculdade Promove De Sete Lagoas,Fslmg,Mg
Faculdade Promove De Tecnologia,Fptec,Mg
Faculdade Prudente De Moraes,Fpm,Sp
Faculdade Psicolog,Fapsi,Sp
Faculdade Qi Brasil,Faqi,Rs
Faculdade Qualittas,Qualittas,Sp
Faculdade Qualittas - Ead,,Sp
Faculdade Quirinopolis,Faqui,Go
Faculdade Rachel De Queiroz,Faq,Pr
Faculdade Raimundo Marinho,Frm,Al
Faculdade Raimundo Marinho De Penedo,,Al
Faculdade Raizes,Ser,Go
Faculdade Ranchariense,Fran,Sp
Faculdade Realiza,,Go
Faculdade Reboucas De Campina Grande,Frcg,Pb
Faculdade Reconhecer,Fr,Go
Faculdade Redentor,Facredentor,Rj
Faculdade Redentor De Campos,Facredentor,Rj
Faculdade Redentor De Paraiba Do Sul,Facredentor,Rj
Faculdade Redentor Metropolitana,Facredentor,Rj
Faculdade Refidim,Refidim,Sc
Faculdade Reges De Dracena,Null,Sp
Faculdade Reges De Junqueiropolis,Null,Sp
Faculdade Reges De Osvaldo Cruz,Null,Sp
Faculdade Reges De Realeza,Null,Pr
Faculdade Reges De Ribeirao Preto,Null,Sp
Faculdade Reges De Tupi Paulista,Null,Sp
Faculdade Regional Da Bahia,Farb,Ba
Faculdade Regional De Alagoinhas,Faral,Ba
"Faculdade Regional De Filosofia, Ciencias E Letras De Candeias",Fac,Ba
Faculdade Regional De Leopoldina,,Mg
Faculdade Regional De Minas Gerais,Facminas,Mg
Faculdade Regional De Riachao Do Jacuipe,Farj,Ba
Faculdade Regional Do Amazonas,Fam,Am
Faculdade Regional Do Centro Sul De Sergipe,Farsul,Se
Faculdade Regional Do Jacuipe,Farj,Ba
Faculdade Regional Jaguaribana,Frj,Ce
Faculdade Regional Palmitos,Fap,Sc
Faculdade Regional Serrana,Funpac,Es
Faculdade Rehagro,Rehagro,Mg
Faculdade Renascenca,Facrena,Null
Faculdade Renovacao De Arapongas,Renovacao,Pr
Faculdade Renovacao De Guarapuava,Renovacao,Null
Faculdade Renovacao De Londrina,Renovacao,Null
Faculdade Renovacao De Ponta Grossa,Renovacao,Null
Faculdade Republicana,Null,Df
Faculdade Resultados,Fr,Ms
Faculdade Retama,Retama,To
Faculdade Reunida,Far,Sp
Faculdade Rhema,Facur,Pr
Faculdade Rio Branco,Farb,Ac
Faculdade Rio Guaribas,Farg,Pi
Faculdade Rio Parnaiba,Farp,Ma
Faculdade Rio Sono,Riso,To
Faculdade Roberto Miranda,Frm Sp,Sp
Faculdade Rodolfo Teofilo,Frt,Ce
Faculdade Roraimense De Ensino Superior,Fares,Rr
Faculdade Rudolf Steiner,Frs,Sp
Faculdade Ruy Barbosa,Frb,Ba
Faculdade Ruy Barbosa De Ciencia Da Computacao,Frbcc,Null
Faculdade Ruy Barbosa De Psicologia,Frbpsic,Null
Faculdade Ruy Barbosa De Tecnologia Em Processamento De Dados,Frbtpd,Null
Faculdade Saberes,Saberes,Es
Faculdade Sagrada Familia,Fasf,Pr
Faculdade Saint Germain Sp,Fsgsp,Sp
Faculdade Salesiana De Pindamonhangaba,Fasp,Sp
Faculdade Salesiana De Santa Teresa,Fsst,Ms
Faculdade Salesiana Do Nordeste,Fasne,Pe
Faculdade Salesiana Dom Bosco,Fsdb,Am
Faculdade Salesiana Dom Bosco De Piracicaba,Fsdb,Null
Faculdade Salesiana Maria Auxiliadora,Fsma,Rj
Faculdade Sanar,Sanar,Ba
Faculdade Sant Ana,Iessa,Pr
Faculdade Sant'Ana,Iessa,Pr
Faculdade Santa Amelia,Secal,Pr
Faculdade Santa Casa,Fsc,Ba
Faculdade Santa Casa De Belo Horizonte,Fscbh,Mg
Faculdade Santa Catarina,Fasc,Pe
Faculdade Santa Cruz,Facruz,Pe
Faculdade Santa Emilia De Rodat,Faser,Pb
Faculdade Santa Fe,Cessf,Ma
Faculdade Santa Helena,Fsh,Pe
Faculdade Santa Izildinha,Fiesi,Sp
Faculdade Santa Lucia,Fcacsl,Sp
Faculdade Santa Luzia,Fsl,Null
Faculdade Santa Marcelina,Fasm,Sp
Faculdade Santa Marcelina Muriae - Fasm,Fasm,Mg
Faculdade Santa Maria,Fasamp,Ma
Faculdade Santa Rita,Fasar,Sp
Faculdade Santa Rita De Cassia,Ifasc,Go
Faculdade Santa Rita De Chapeco,Null,Sc
Faculdade Santa Teresa,Null,Am
Faculdade Santa Terezinha,Cest,Ma
Faculdade Santana,,Pi
Faculdade Santanna De Salto,Fasas,Sp
Faculdade Santissima Trindade,Fast,Pe
Faculdade Santissimo Sacramento,Fsss,Ba
Faculdade Santista - Fasan,Null,Sp
Faculdade Santo Agostinho,Facsa,Ba
Faculdade Santo Agostinho De Itabuna,Fasai,Ba
Faculdade Santo Agostinho De Pirapora,Fasap,Mg
Faculdade Santo Agostinho De Sete Lagoas,Fasasete,Mg
Faculdade Santo Agostinho De Vitoria Da Conquista,Fasavic,Ba
Faculdade Santo Andre,Fasa,Ro
Faculdade Santo Antonio,Fsa,Sp
Faculdade Santo Antonio - Sjc,Fsa,Sp
Faculdade Santo Antonio De Feira De Santana,Fsaf,Ba
Faculdade Santo Antonio De Itabuna,Fsai,Ba
Faculdade Santo Antonio De Padua,Fasap,Rj
Faculdade Santo Antonio De Queimadas,Fsaq,Ba
Faculdade Santo Augusto,Faisa,Rs
Faculdade Santos Dumont,Fsd,Mg
